author,text
dk, @中華民國萬歲!  조선족이면 한국유툽좀보지마라 ㅠ
김어준, @中華民國萬歲!  역시 그대와 같은 깨어있는 지성인이 남아있어서 이 나라의 미래가 밝습니다 하하 😀
dk," @中華民國萬歲!  논리가 없는데 무슨반박을 하라는거야
하드디스크라도 보내줄까? ^^"
짜용, @中華民國萬歲! - 짱 -
LEON, @中華民國萬歲!  나는 중국 민주화를 응원한다
박지원, @中華民國萬歲!  너 저번에 위구르 티베트가 독립됬으면 좋겠다고 했잖아
Dream Fail," @中華民國萬歲!  
매이드인 차이나는 모든 제품에 강제로 깔려있어서, 예를들어 김치는 국산인데 고춧가루가 중국산, 컴퓨터 부속품중 몇개가 샤오미꺼라서 어쩔 수 없이 쓰는거지.. 화웨이 제품 거르는 것만 보더라도 거를 수 있으면 거름. 싸다고 좋아하는건 멜라닌 사태 이후로 없어졌지ㅋㅋ.
그리고 중국 야동 보는 사람이 어딨음? 중국에 야동이 있긴함? 벗방이나 불법유포물 말하는건가.. 벗방은 한국이 원조고 불법유포물은 엄밀히 따지면 제작한게 아니라 도용한거지 ㅋㅋ
컨셉할거면 제대로 하삼. 아무도 그런 논리에 설득되지도 않고 분노하지도 않음."
UTENA,장기털릴라 가지마소
보보스, @中華民國萬歲!  핑핑이 개갞????
6sinegohwan, @中華民國萬歲!  컨셉이지?
잉여한마리,근데 ㄹㅇ 갑자기 저런 말투로 공지 올린거 보면 ㄹㅇ 뭔가 개입이 있던거 같아
김기훈,코로나도 꼭 니들 역사라 해라.
SY7007,ㅋㅋㅋㅋ이거 영어자막도 달아보세요. 아 시원하다
IllIIl,- 짱 -
써잇,이사람거 처음보는데 이렇게 찰지게 팩트날리는건 또 처음보네 사이다 지대루다
oo gg,중국게임 보기만 해도 토나와서 게임 볼때 중국 게임 인지만 본다.
얼룩말,"착취 카밀
짱 좋다
죽무 사면
짱 쎄다"
InDee,"소국이라 부르기엔 땅떵이가 너무 넓고
대국이라 부르기엔 속은 너무 좁으니
중국이라 부르는게 맞다"
버디라이트이어,먀오
치킨대통령,중국은 국가이름만 들어도 토가 쏠림
로터스《Lotus》,"현재 대한민국 앱스토어/플레이스토어 매출 상위 50위권 게임들 중 중국 게임 목록입니다. :
1. S.O.S. 
2. 라이즈 오브 킹덤즈
3. AFK 아레나
4. 원신
5. 에이지 오브 제트
6. 황제라 칭하라
7. 기적의 검
8. 일루전 커넥트
9. 모바일 레전드: 뱅뱅
10. 왕이 되는 자
11. 삼국지 오리진
12. 후궁의 법칙
13. 그랑삼국
14. 스테리테일
15. 궁3D
16. 라이즈 오브 엠파이어
17. 라루나 판타지
18. 로드 모바일: 제국의 전쟁

전부 두 OS  마켓에서 매출 50위권 안에 있는 게임들입니다. 100위까지 보면 훨씬 더 많습니다.
중국 게임사 이미지 안 좋은 것도 알고 중국 게임사 개발인 것을 꽁꽁 숨기고 있는 게임들도 많습니다.
영상에서 나온 것처럼 모든 게임들을 다 배척하는 것은 안되겠습니다만 알아두고 있는 것은 좋을 것이라 생각합니다."
고급타블렛,"听说你妈妈在天安门广场前卖脏豆腐时被坦克压死了？ (듣자니 네 엄마가 천안문 광장 앞에서 취두부를 팔다가 탱크에 깔려 죽었다고 하던데?) 

但是臭豆腐和你的妈妈没法区分。 你爸爸吃完了，连祭祀都过不去。 (하지만 취두부는 네 엄마와 구별이 안 된다. 네 아버지가 다 드셔서 제사도 지낼 수 없다.)

앞으로 중국인들 한국 욕하면 이정도로만 욕합시다"
이인지익,사실 유럽도 중국의 부속대륙일 뿐이고 미국또한 원래 위대하신 마오쩌둥이 건국하신거 맞죠??
oo gg,일본이 우리보다 중국 불호 더심하네 ㅋㅋ
베링해,아리 한복 코스튬 스킨 이름도 바뀌겠네
습기,"원래는 샤이닝니키의 한국gm이 먼저 중국과 한국을 둘다 옹호하지않는 중립적인 입장으로 글을 적었는데
몇시간?혹은 며칠뒤에 다른사람이
번역기로 돌린듯한 조국수호 ㅇㅈㄹ 공지가 올라왔다고 하네요..?"
시진핑김정은 싫어하는편,중국 병신들이 유일하게 지들거지만 유일하게 아니라 하는거 코로나
Neru Blk,...어느 게임의 GM비상식량의 생명이 걱정되는거 제가 이상한건가요...?
Karismata,힘의 차이를 떠나서 한국이 예의범절을 중요시 여기는 국가가 아니었으면 벌써 중국 일본이랑 치고받고 싸우고 개판만들었지.  저것들은 가만히 둬도 개판이니 양반인 우리는 그냥 지켜보기만 해도 될듯 아직까지는.  머릿수 밀리고 힘이 없다는 말도 옜말인듯.  머릿수는 눈에 보이는 거니까 어쩔수 없지만 힘이 약한 나라는 아니죠.  인내심이 바다보다 깊을뿐.  외유내강.
Mr Song,문화 다 불타버린 문화찐따가 남의나라 문화에 존나 찝적대네 ㅋㅋㅋ
하윤,좋은건 내꺼 나쁜건 니들꺼라서 원인 딴나라에서 찾음
신보경,원신이랑 붕괴 ㅈㄴ 역겨운게 지들도 지들 언어 역겨운 건 아는지 일본성우부터 고용해서 홍보함ㅋㅋ 처음에 ㄹㅇ 일본게임인줄 알았음
1 A,ㄹㅇ 저게임들 하는 인간들이 있어? 조작아냐? 재밌음?
뽈롱, @1 A  저 순위는 인기가 아니라 수익순입니다. 과금유도가 심한 게임들에 고래들이나 내일없는 과금러들이 돈붓는거죠
Red rose,모바일겜 뿐만 아니라 롤도 중국겜이죠. 요즘은 대놓고 지들이 어필하고 있지만
jaesul shim,왕이되는자 저거 아직도 있네
LEON, @frost fire  저기 롤모바일은 없는데 롤도 중국겜이긴 하지 시이발
27 Nodoca,전부다 쓰레기ㅋㅋㅋㅋㅋㅋ
호에엥,얘네 공통점:ㅈ같은 광고 하나씩은 꼭 갖고있음(그것도 아니면 연예인광고)
해물미트볼, @frost fire  롤은 스타만큼 덩치커져서못건듦 세라핀내면서 병신짓해서 반감사긴했지만.
해물미트볼,단 하나도 안 하는 게임이다. 일단 광고부터가 나 중국게임이요~ 하고있음
frost fire, @해물미트볼  롤은 꼭 꼴페미 보는거 같다. 덩치가 커지긴 했다
로터스《Lotus》, @시모코  덧글 감사합니다 관련 기사 링크 부탁 드릴 수 있을까요 구글 검색에선 계속 안 나오네요
TO H,역대급으로 시원했어 성회형아!
HR P,그냥 한복에 독립운동 정서 끼얹으면 해결댐. 다른 공정도 마찬가지 중국공산당이 극혐하는 거 끼얹어서 이미지 메이킹하면 알아서 떨어짐
oxyzen,공산당 대표번호로 신고ㅋㅋㅋㅋㅋㅋ 이번건 신고해도 봐줄듯해욬ㅋㅋㅋㅋㅋㅋ
억으악,소국이라 부르기엔 땅덩어리가 넓고 대국이라 부르기엔 사람 속이 너무 좁아 중국이라 불렀다
mathlann,차라리 소련이 부활하는 게 낫겠다
Kim Jiwon,중국것이 아닌게 하나 있죠 바로 양심입니다
성공하고싶다,미친놈들이 BTS를 건드리네
장광남,짱
Chami,맞는말이에요 멋잇어요
파인애플피자,"중국이란 나라가 없어져야 한다.
아니면 공산당이 없어지던가.
둘 중 하나는 없어져야 세계평화에 큰 기여가 될 것."
DS Park,"대만 못 잡아 먹어서 안달인게 대만에서 보유중인 당대부터 이어져오는 중국 문화유산이 탐나서였나보네?
3차 세계대전이 벌어지면 모르긴 몰라도 중국 대 중국뺀 나머지가 될것같다."
고괭이,나 월 450주고 권한주면 민망한 중국게임광고랑 동북공장 싹다 지울자신있는데
녕브로 게임방송,와 이런 팩트에 싫어요 93은 쭹궈른인가봉가
KimLeMon김레몬,"저런 (자체검열) 들이 말이 통합니까?..








어휴 이 ㅃ...(공산당들이 지워진 내용들)"
이웃사랑,시원하셔 ㅎㅎㅎ
도니조아,"ㄹㅇ 세계의 민폐덩어리 중국
암세포 제거하듯 지도에서 파내고 싶다"
양반의사,"진시황이 1차로 당시 역사서와 문화 관련된 책들 분서갱유로 싸그리 불태우고, 문화대혁명 때 그나마 남아있던 거 공산당이랑 홍위병들이 또 없앴지.
사실 중국에도 자랑할 게 지금의 최소 몇배는 됐을 텐데 지들이 지들 업적을 스스로 불 태우고, 이제는 남은 게 별 거 없는 것 같으니 타국의 문화를 강탈해서 채우려는 거."
이구리구리창구리,소국이라고 하기에는 땅이 크고 대국이라고 하기에는 속이좁으니 중국
현진영,7:26 암 중국인은 지구인이 아니지
단군할범,캬 속 시원하다 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
님방금저랑눈마주치심,ㄴㄴ 힘 못쓰게 소수민족으로 다 갈갈이 쪼개서 독립시켜줘야함
호밀밭의 파수꾼,중국만큼 오랜 역사를 가진 나라가 없는데 국내에 박물관 제대로 된 게 없다는 게 ㄹㅇ 아이러니임
gko sin,진짜 저때남은 지들 문화유산만 잘지켰어도 규모가 세계적으로도 어마어마 했을텐데 지들이 스스로 파괴시키고 이제와서 저지랄ㅋㅋ
울트론,먹던 사탕 버리고 남의 사탕 뺐는격
중국은한국땅,진시황이 동이의 후손이라는데 분서갱유를 일으킨 이유는 무엇일까.
레온,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 병크 오지게 터트리누
봉산월드, @호밀밭의 파수꾼   ㄹㅇ 나름 4대문명의 발상지중 한곳인대 그거 지들 손으로 싹다 청소해버림. 남은건 인민복이랑 마오쩌뚱밖에 없는 새끼들.
봉산월드, @hubril  ㄹㅇ 공자직계후손들 대만가서 살고있잖아여
견마우돈,시중에 파는 공부가주 라고 공자 후손들이 파는 술도 대만산이에요. 문혁 피해서 후손이 전부 대만으로 도망갔거든요.
Perenna L,"장쩌민이 중국의 중요한 국보급 유물들을 다 대만으로 빤스런 할때 비상금 마련용으로 가져가서
중국 역사와 문화를 연구하려면 대만으로 가야한다는 웃픈 사실.ㅋㅋㅋㅋ

그나마 그거마저 안가져갔으면 지금 어쩔뻔했누.ㅋㅋㅋ"
쑨쑨,"성회형은 백과라는 말이 찰떡이다
말도 잘하고 박학다식해
물론 눈도 잘 뒤집어 까고"
ULI,형은 상남자야👍
강시준,우리 과학쌤이 하는 게임이 이건가??
전설,"누가 해답 알려주던데 민주적인 운동관련해서 한복이 많이 나왔으니 민주주의와 얽어버리면 알아서 버릴거라고 ㅋㅋㅋ



그리고 마지막 핑핑이 레전드"
vhbf,일본이 저랬으면 우리나라 정부부터가 가만 있지 않았을텐데 이건 진짜 정부가 나서서 시원하게 한마디 해주면 좋겠다.
snowbox,영어도 중국어에서 유래했다는 개소리도 당당하게 하더군요.
새벽,China is disgusting 중국공산당 개역겨움 ㅗ
야아,진핑이랑 택동이 애미가 창관에서 한복입고 한국인들한테 몸팔다보니 중국거라고 착각한듯 ㅠㅠ
이루칸,속국이라면서 고구려만 주구장창 치다가 죽은 수나라는 어쩔건데 ㅋㅋ
zeons Precision,"听说你妈妈在天安门广场前卖脏豆腐时被坦克压死了？ (듣자니 네 엄마가 천안문 광장 앞에서 취두부를 팔다가 탱크에 깔려 죽었다고 하던데?) 

但是臭豆腐和你的妈妈没法区分。 你爸爸吃完了，连祭祀都过不去。 (하지만 취두부는 네 엄마와 구별이 안 된다. 네 아버지가 다 드셔서 제사도 지낼 수 없다"
참참참,"역시 중국은 전세계의 적이다.
미국도 깡패라고 하는놈들은 정신차려야된다. 
최소한 미국은 옷까지는 안뺏어가 ㅆ발롬들아!!"
배달중,아니 설문조사 중국인 호 비율이 다른나라보다 높은거 실환가... 아직도 호 가 24라니...
호잇,"법적으로는 보지도 못하는 중국분들 눈치때문에 이게 노딱을 먹으면 그건 그거대로 웃길듯 
어디에 혐오단어가 섞인것도 아니고 의견 또는 사실인 부분인데"
Genny Armedes,이분 중국에서 벼르고 있다고 하던데... 몸조심 하셨으면 좋겠어요.
Junhyung Jang,이젠 중국애들 보면 비호감을 넘어서 정신병같아...
조성현,이 영상... '그'나라를 언급해서 노딱일듯하네요...
엣지,지들꺼나 잘챙기지
엣지,등신 같은련들 뭐 저런사상을 가지고있냐
meow,중국이 주장하는 중국 소유물이 아닌것:우한폐렴
라떼사랑 영원해,"이에대한 청원을 올렸습니다.아직은 동의 100명을 모으는 단계지만 동의 한번씩 부탁드립니다.
https://www1.president.go.kr/petitions/Temp/wH2e8J"
Ssong BBo,천재 ㄷㄷ
다꾸인,올려야산다
jeong choi,"민주운동관련해서 알아서 버리기엔 근본 한복은 중국꺼고 나중에 한국이 가져다 입은거야. 라는 헛소리를 할수도 있습니다.
핑핑국이 알아서 버리기 전에 말려버릴수도 있다고 생각합니다."
전설, @jeong choi  그래서 손 놓고 볼 수가 없다는거죠 영상 후반 내용처럼 뭐든간에 해야죠
철의장막,천재다
6sinegohwan,"Mao-
핑핑이 2020"
frost fire,일본한테도 제발 그랬으면 좋겠다. 일본회사가 혐한방송 수년째 하는데도 한마디로 못하고 있는데
vhbf,​ @frost fire  일본이 혐한 방송 한다고 우리가 뭐 경제적이나 문화적으로 손해 보는게 있나요? 그딴 유치한 도발은 일일히 대응 하는게 손해니까 대응 안하는거고 심지어 일본 정부가 주도했다고 보기도 어렵죠. 일본 경제보복이나 이번 중국 문화침탈이랑 성격이 달라요.
한해라,고구려도 중국의 역사임 이따구로 글싸지르고 배설하겠지
sosa mop,우리나라에 중국계 한국인 비율이 꽤 됩니다.
유잭슨,선족비율 고려해야하
frost fire,롤유저들이 대부분이죠
배달중,음 근데 중국계하면 미국이 더 많지않나요??
ึ RFSULDNQFHVTNHR,문읍읍
배달중, @Снабиев Тачанка  음 듣고보니 그러네요 ㅇㅇ
hubril,아주 시진핑 유겐트여 뭐여
이방인Stranger,정신병이지 ㅋㅋ
Invite Byte,일본애들도 한국인 보면 비슷한 생각 들듯
Brad Loaf of,중국인들이 세뇌에 절여져 정상적인 사고를 할 수 없다는 사실이 참 안타까운 사실입니다.
Qwerty_2465,"정신병 걸린 듯 행동해야 살아남으니까.
정신 차리면 착해지고 신비해져버림."
익명, @익명성  우리도 아닌줄 아노 ㅋ
익명성," @익명  너는 제정신 아니겠지. 그래도 다행이다 스스로 알고 있으니. 추가로, 웬만하면 노 자 빼라."
uad b, @익명성  선민사상 ㅈ되노... ㅈ본에서 제일 조심해야 되는 게 뭔지 아냐? 같은 한국인이야 ㅋㅋㅋㅋ
Jaeyeon P,미세먼지도 ...
Kar98 k,ㄹㅇㅋㅋ 확실히 지들꺼는 지들꺼 아니라함 ㅋㅋㅋ
LEON,일단 지들꺼는 지들꺼 아니고 남들껀 지들꺼임 ㅋㅋ
호에엥, @LEON  지들꺼는 뭐든 남들꺼보다 못하고 남들꺼는 뭐든 지들꺼보다 나으니까...
해물미트볼,ㅋㅋㅋㅋㅋㅋ 남의꺼는 지네꺼고 지네꺼는 남의꺼라하는 거 진짜웃기네
뽕이,아직도 미국 것라고 잡아뗌
김성호,Made in china 중에 가장 잘만든거 우한폐렴 ㄷㄷ
초성,양심이 중국게 아니다
easyhan,중화사상 동북공정 천인계획 다 ㅈ같음ㅡㅡ
